Review	Liked
Please see attached.  - EL00211.1 - ER01-991.1 - ER01-836.1 - ER011058.1 - ER011057.1	0
I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	2
I am going to be the Senior Regulatory Counsel at ISO New England starting on  April 9, 2001. My last day in the Portland area will be March 31, 2001. I  enjoyed working with you and wish you the best of everything. I'm having a  pot luck at my house Friday, if you and Steve want to come over.	0
Marion, dont be jealous of nooks Free Fridays.  I have a nook as well as my Kindle.  The Free Friday books are RARELY new free offerings, they almost always pick a book thats been free for a while already and spotlight it on Friday.  Those of us who seek out the freebies dont get all excited on Fridays.  On the whole Amazon offers a lot more freebies than B&N.	1
It is a joy to use.	1
no it was a good day.  i was nervous at lunch but i hadn't looked at all the  info.  where did you go run errands at? the galleria?	0
Why was this film made?	2
we stumbled upon this place after being at the worst club in the entire city of atlantathe verve and decided to eat here at 1am since the night was still early this place had the biggest pieces of chicken on the face of the damn earth eating here was the highlight of my entire trip our waiter was to worried about broads to give us good service i firmly believe gladys night would not approve beyond thati had a good t ime and felt really comfortable here you must go here	1
Great service and food.	1
I noticed Hoecker's statement too. I do not, however, believe that he is breaking new legal ground here, although the reference to Section 309 is (I believe) the first time in these cases that FERC or any of the individual Commissioners cited specifically to this section of the FPA as possible authority for ordering retroactive refunds prior to the 10/2/00 refund effective date. (I have attached Hoecker's opinion; the reference to Section 309 is on page 11.)	0
stay away from this store, be careful.	2
a new d40 has been announced over the past few days but its lack of an lcd display and buttons to manage basic camera controls to reduce weight and make it more user friendly would still make this my recommended nikon dslr	2
Here is the draft TSA you requested. Mike has provided the supporting information. Although the Interconnection Study and System Impact Study are included, the IOA is not. That will be subject to finalization in parallel with this document.	0
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
dan the gm rocks when i contacted him about hosting a craft beer meetup httpwwwmeetupcomcraftbeercrew for about 30 people he was happy to oblige more so he was communicative helpful in selecting costeffective grub options and friendly when finalizing the deets of our event i cant thank him enough when we arrived the day of the staff was for the most part friendly as a collective we felt the bartender was the least friendly but thats okay because our group was taken care of by amanda and liz quickly when i arrived i ordered 3 of their delish beer towers filled with amber ale i also ordered pizza asking for the slices to be thinner to accommodate hungry beer lovers they happily obliged i was surprised to see how slow this place was on a sunday afternoonevening but thats okay it gave us the perfect opportunity to socialize without feeling like being in the way thanks dan and cbc for being so gracious we had a fabulous time and will most definitely be back	1
Go rent it.	1
This phone is slim and light and the display is beautiful.	1
Simply beautiful.	1
Comments Due By Wednesday, April 4th, Close of Business Most of the 19 states subject to the NOx-SIP Call rule have submitted draft  or final plans to revise their state implementation plans (SIPs) to meet the  rule's emission-reduction requirements. U.S. EPA is in various stages of  reviewing and taking action on the plans. It is expected that Northeastern  states' plans will generally be acted upon first since they were among the  first to be submitted. North Carolina and Michigan are both in the process of finalizing their plans  for implementing the NOx SIP-Call rule. Both of their rules, as currently  drafted, contain approaches of particular concern to merchant suppliers.  Specifically, both feature provisions that could limit significantly the  number of allowances available to new generating facilities.  EPSA has drafted comments to these states advocating more reasonable  approaches, which will be more likely to ensure sufficient allowances to  support capacity additions. A copy of the drafts is attached for review.  Please provide any comments on the letter to Samantha Slater at (202)  628-8200 or sslater@epsa.org no later than the close of business on  Wednesday, April 4th. Please contact Samantha Slater at EPSA for further  information.	0
A helpful FERC order as we work on asset management deals: New Horizon Electric Cooperative Inc. v. Duke Power Company, EL00201-001.  Order on Rehearing. Order issued October 11, 2000 addressing a complaint by  New Horizon Electric Cooperative, Inc (New Horizon) against Duke Power Co.  (Duke) seeking FERC resolution of four disputed issues, including treatment  of energy imbalances not prevented by dynamic scheduling. New Horizon's  complaint claimed that energy imbalance service does not apply to it, since  it will employ dynamic scheduling to effectively remove its load from Duke's  control area. Further, New Horizon maintained that any deviation between the  dynamic schedule and the actual metered delivery of energy constituted  inadvertent interchange energy (which is the net difference between actual  and scheduled interchange energy between two control areas) and proposed that  any differences would be returned in-kind within two hours. On November 9,  New Horizon filed a request for rehearing or clarification of the October 11  Order. Order issued February 26 granting New Horizon's request for rehearing  or clarification of the October 11 Order. Order clarifies that, to the extent  dynamic scheduling by New Horizon operates successfully; New Horizon should  not be subject to charges under Duke's Schedule 4 Energy Imbalance Service.  In such circumstances, any imbalances between energy deliveries on behalf of  New Horizon and New Horizon's load should be accounted for by Duke as  inadvertent interchanges only. In addition, Order directed parties to  negotiate in good faith to establish a standard for the successful operation  of dynamic scheduling.	0
br in conclusion i believe that if you buy the nikon d40 and you improved as a photographer you may feel necessary to upgrade to a more advanced body	1
The available transmision capacity (ATC) derate did occur and has occured everydaysince about the 24th. This fact was verified to me by our ISO customer contact on Friday. Although we do not have the E-mails anymore, the ISO sends our traders E-mails everyday about the ATC on the ties, so this information is verifiable with the ISO. Our customer contact didn't know exactly what day it had started and I have not wanted to pursue this more with the ISO, not knowing whether we wanted our identity divulged. The reason for the zero rating is that the ISO is in a Stage 3 emergency. The line was again rated at zero today. I have been pursuing the following approaches to getting this issue investigated and resolved. I've talked to Scott Miller at FERC and to Eric Thode in Houston. Eric believes he can get the press to investigate and divulge this information for us in the trade press. So check the trade press tomorrow.	0
Great time - family dinner on a Sunday night.	1
This wonderful experience made this place a must-stop whenever we are in town again.	1
thanks.  i might check it  out.	0
Very Dissapointing Performance.	2
i will have you sign a prenuptual	0
Go rent it.	1
That is my new favorite thing about my Kindle.  I have read a lot in the 3 months since my son was born...wonderful!!!	1
i hate the black swan.  i think we might go downtown sat.  i will give you a  call	0
mike-  here are some of the ops sheets.  let me know if you need some of the  others.  the cali power sheet is down so i cannot send it.	0
High-quality chicken on the chicken Caesar salad.	1
Highly recommended A+	1
too much beer retention on my six pack.  but my calves and thighs are so  sculpted.  works of art.	0
What is your take on filing?	0
I love my kindle.  Being full time RVers its a must, its the only way to travel and read without having books everywhere.  Anyone who travel in a motorhome knows there isnt  a whole lot of room for books.  My kindle is the best.	1
dont buy it.	2
Rip off---- Over charge shipping.	2
I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.	2
i didn't go to br.  i was in monterrey, cali and didn't get back until late  fri.  what are you doing sat night for halloween?  i haven't seen you in a  long time what has been going on?  i need to think of a good costume.  maybe  i will be another mullet	0
It clicks into place in a way that makes you wonder how long that mechanism would last.	2
All in all its an insult to one's intelligence and a huge waste of money.	2
I love the Pho and the spring rolls oh so yummy you have to try.	1
An hour and a half I wish I could bring back.	2
make some changes and i will send it to her today.  she didn't get back to me  but i will call her again today.  i might go tonight.  what time is it  tonight.	0
I'm not sure whether we want Hoecker to make the fourth point. What do others think?	0
i haven't found out about my test yet.  i am pretty sure i failed.  i didn't  study enough.	0
It was just not a fun experience.	1
i wouldnt see this movie again for free.	2
I thought you might want to be the Tariff Integration group's liason to the Provisions/Requirements Content Group since that group is dealing with interconnection issues. You weren't at the meeting when the assignment came up so I said you might be interested in the assignment and that I would take responsibility for asking you if you wanted the job. Are you interested? I don't have your phone number. I'm at 503-464-8862.	0
Please see the attached spreadsheet. Call me at 503-464-3820 if you have any questions.	0
i come here mainly for the veggie delight and whenever i feel guilty from eating too much junk food over the days the food here is extremely healthy trust me i know since i was briefly obsessed with nutritionfitness for a period of my life the amount of salad you get is obscenely large a good deal for the price and i swear to god that i just feel better after eating their food you almost always have portions left over so you can eat it for lunch the day after which is awesome because it means you dont have to cook very important for a college student	1
Gary Porter of Sierra called. He was very apologetic about not sending us an  interconnection agreement sooner. Attached is a draft that has not been  reviewed by Sierra's executives yet, but I talked Gary into giving it to us  anyway.  Concerning our transmission request, Gary indicated that Sierra will have to  perform a study because some other parties are supposedly ahead of us in the  queue that would affect the available transmission capacity. He referred me  to a table on the following OASIS cite showing the competing transmission  requests. Stan or Don - please look at this table to see if you think  Sierra's position has any merits. I'll give you more details in person.  Some tariff interpretation issues may also be involved depending upon whether  other parties are actually ahead of us in the queue.	0
mick-  of the three colts the one you definately don't want with the 4th pick is  marvin harrison.  i will trade you the 1st pick.  i have an offer for you if  you want to look at it.	0
Kris Kristoffersen is good in this movie and really makes a difference.	1
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.	1
And the accents are absolutely abysmal!	2
Both great!	1
Beginnings at 1-877-CHILDHOOD (between 8:00 am -5:00 p.m. PST).	0
Could one of you send me a foward curve for sp, np & pv.  I need it for our  bid week meeting tomorrow afternoon.  Thanks for your help.	0
already have this one! love it	1
Very satisifed with that.	1
If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of The Way You Look Tonight), and an uplifting ending, give this one a try.	1
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	2
A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).	1
It is a film about nothing, just a pretext to show ridiculous action scenes.	2
Definitely worth checking out.	1
You requested the publicly available information underlying our slides, so you could independently verify Enron's conclusions. If you have any other questions please call me.	0
I read to my husband every night from my kindle 2.  Its great, we get to enjoy books together, we talk about it during the day plus I have the app on my DROID so I just keep it updated and when were stuck at a Dr. Appt. I can quietly read to him.  Its good for both of our brains plus its like we have our own private book club!	1
i will give you a call.  things are going nuts here right now.	0
The steak and the shrimp are in my opinion the best entrees at GC.	1
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.	2
You can't beat that.	1
If prices dont go back down, the love affair is OVER.	1
scroll down to the bottom of the email and double click on the attached file	0
this cafe is wonderful the atmosphere is bright and cheery the coffee is wonderful especially the iced soy mocha and the staff is always super courteous there is a nice patio in back to enjoy outside seating and there is always great art on the walls	1
I had a seriously solid breakfast here.	1
I gave it 5 stars then, and I'm giving it 5 stars now.	1
definitely a find i just moved in around the corner and came here hoping to find thai food that would match up to the thai restaurants in new haven success my boyfriend and i loved the dishes we ordered a huge spicy helping of som tum papaya salad chicken with basil and pad thai with beef and the atmosphere of the restaurant is quite lovely prices are quite reasonable especially given the large portion sizes we had trouble finishing our dishes pros byob ill remember this for next time huge portions wellflavored dishes friendly staff beautifully decorated restaurant cons ill have to think about this ill get back to you	1
i came here during the fourth of july weekend in 2009 i walked in friday night with my brother about 1030pm and ended up leaving probably about 430am because we were talking to the bartender learning the history of the chili parlor and austin this was easily the best time ive ever had at a bar as a tourist and have never felt more welcome we ended up back here everyday of our stay 4 days and received the same great service and welcome feeling from the entire staff the manager even gave us suggestions for live music suiting our tastes good venues directions and other bartenders to talk to another thing that brings lots of character and conversation to this place is the fact it was used in a movie and the events that led up to and included the filming of the tarantino movie death proof they even sport the green booze from the movie in addition to the awesome history and staff the food is amazing i think i tried just about everything on the menu over those 4 days and loved everything i was served the white chili stands out most in my mind as well as the enchiladas i highly suggest checking out this little hole in the wall you wont regret it	1
A Lassie movie which should have been put to sleep.... FOREVER.	2
Attached to this e-mail please find an updated work tracking document to  follow up on our March 21, 2001 Tariff Integration Group meeting.? The  attached document is also posted on the RTO West Website at the Tariff  Integration Group page, which is at: http://208.55.67.64/Stage2TariffIntGrpMain.htm At the end of the week after I have received a few items from other members  of the group, I will post an updated version of the Tariff working document  (including the work we did on the general provisions section at the March 21  meeting).	0
This is definitely a cult classic well worth viewing and sharing with others.	1
I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.	1
It was so BORING!	2
The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.	1
The selection on the menu was great and so were the prices.	1
Poorly contstruct hinge.	2
FYI Ken Lay faxed this letter to Gov. Davis today. If I left anyone off the list, please for this to them.	0
This message is intended for eHRonline users only.  Due to a recent change to eHRonline, the URL (aka Web address) for  accessing eHRonline needs to be changed on your computer. The change  involves adding the letter s to the http reference in the URL. The URL  for accessing eHRonline should be: https://eHRonline.enron.com.  This change should be made by those who have added the URL as a favorite on  the browser.	0
I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.	1
For the East (outside of the Northeast): I don't think we need to intervene in any of the dockets. --EPMI is participating in the Arizona Public Service interconnection  proceeding and I have been notifying Mary, etal of the status. Also, I have  provided the APX filings in PJM, New England, etal. to the traders (orders  approving the filings are listed in this attachment.)	0
eatin at hungry mother in cambridge was such a singular culinary experience for me its like nothing ive ever tasted and damn expensive too but delicious and i thoroughly enjoyed the deviled eggs the one scallop that they give you shouldnt be plural on the menu the pot of caramel the pork shoulder the pulled pork sandwich with fried onions the nacho cheese tasting pimento cheese sandwich the buttery collared greens gnocchi and all the drinks especially the nonalcoholic ones dad if youre reading this catfish is ok here the orange thousand islandy sauce is tasty but im not sure if id order it again i wasnt that into the hash and the pickled cauliflower was a bit wack maybe i just wasnt expecting that particular combination of flavors its probably an acquired taste great date place too nothing like dim lighting and a picture of thomas jefferson to get you in the mood i went here on halloween and the host was workin a little rascals alfalfa costume wicked the pear ice cake is really good but its just a block of ice cream with pear in it covered with chocolate and lacks the delicacy of the other desserts hey if youre into that go for it overall i was going to write off my kendall square food expedition as a bust until i dined here thanks mama	1
yeah. don't mess with texas.  i didn't know you called.	0
Also makes it easier to hold on to.	1
Talk about USELESS customer service.	2
The ISO has been directed to provide to the FERC Director of the Commission's Energy Markets Division by January 30, 2001, a confidential report of all accepted bids and Out-of-Market transactions for all public and non-public utilities for the period between October 2, 2000 to December 31, 2000, consistent with FERC's order of November 1, 2000. The ISO will comply with this directive in a timely manner. The ISO will request confidential treatment for the report pursuant to the protections of 18 C.F.R. o 1b.9.	0
On 12/17/00, Duke filed interconnection procedures at FERC. It did not file a pro forma Interconnection Agreement.	0
I cannot make calls at certain places.	2
The Capitol Connection is pleased to announce that it will broadcast the recently announced Federal Energy Regulatory Commission Open Meeting on: Monday, June 18, 1:00 p.m. EDT This meeting will be broadcast via the Capitol Connection's television system in the Washington, D.C. as well as via the internet and telephone bridge. The Capitol Connection is pleased to announce that it will also broadcast the previously announced Federal Energy Regulatory Commission Open Meetings  on: Wednesday, June 13, 10:00 a.m. EDT Wednesday, June 27, 10:00 a.m. EDT The technical conference on: Tuesday, June 19, 10:00 a.m. EDT Will be broadcast via the internet and phone bridge only. Meeting dates and times are subject to change without notice. For current information, you can go to our website at www.capitolconnection.org for a link to the FERC's page or you can go to the FERC's web page at www.ferc.fed.us. The FERC Office of the Secretary can be reached at 202.208.0400. The Capitol Connection also offers FERC meetings live via the Internet, as well as via Phone Bridge, and satellite, please visit our website at www.capitolconnection.org. or send e-mail to capcon@gmu.edu for more information. If there is a meeting you are interested in receiving, please call David Reininger, Shirley Al-Jarani or Julia Morelli at 703-993-3100.	0
it is probably the second or third most important day of the year behind  jesus's birthday and maybe superbowl sunday.  i had to throw a football  reference in there.   my bad, 830 is a lot earlier than 9.  i think it is  still dark at that hour.  well i	0
who is that?	0
went here for their grand opening with my fiance and fell in love i love that cambridgeharvard square has a place thats dedicated to honey and everything that goes along with it not to mention their scrumptious honeylicious desserts that they served during their grand openingoh oh yum they have honey from like all corners of the planetokay maybe thats an exaggeration but they have honey from lotsa places check it out	1
Very true to Shakespear, and a 'must' for all Shakespear fans.	1
Gets a signal when other Verizon phones won't.	1
For the price this was a great deal.	1
I got the first generation Kindle and loved and bought three more for the family. I just upgraded to the new Kindle WOW! Im never without it.	1
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.	2
I did not have any problem with this item and would order it again if needed.	1
what do you mean i wasn't doing so hot saturday night?  i thought i was in  great shape.  i was dancing better than menudo.  i was hurting when we left  sat.  i almost puked in my car when i was driving back to houston.  going  back to football games is s	0
It was absolutely amazing.	1
definitely will come back here again.	1
it went fine.  i am just glad that it is over.  i am now looking foward to  the cruise.  hope all is well.	0
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.	1
I have loved my kindle ever since I first was given mine almost 2 yrs ago now :)	1
The biggest complaint I have is, the battery drains superfast.	2
my favorite lunch spot in harvard sq they have great lunchtime specials 395 for a perfectly portioned sandwich or burger try the french dip i promise it will be the best one you have ever had the food also arrives at your table very quickly so you have plenty of time for lunch and a few errands on your lunch break this is also a great place to head to after work all of their food is 12 off from 500pm to 700pm and on sunday they have a variety of apps for 1 fyi rachel ray recently visited this spot and featured it on her show 40 a day	1
The phone crashed completely and now I have to get it replaced.	2
Judith Light is one of my favorite actresses and I think she does a superb job in this film!	1
The music in the film is really nice too.	1
Echo Problem....Very unsatisfactory	2
They do not care about the consumer one bit.	2
One of my favorite features!!	1
the texas bet was that they wouldn't win the national championship within the  next 3 years.	0
Avoid at all cost!	2
I have only a couple of suggestions. See red-line strike-out attached. On the GenTie Agreement, are we not concerned about the results of third party review? If we are, we should have the same third party review language (with my revision) as in the FS Agreement.	0
Please join Mark Koenig, executive vice president of Investor Relations, on  eSpeak this Thursday, Mar. 29 at 10 a.m. Houston time. Mark will answer your  questions about the function of Investor Relations and also provide a stock  update. Remember: If you can't make the live event, go to eSpeak now and pre-submit  your questions. Then, come back and read the transcript for Mark's event to  find the answers.	0
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.	2
Filmiing was less expansive.	2
This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.	1
Food was average at best.	2
I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.	1
This movie suffered because of the writing, it needed more suspense.	2
The only thing that I think could improve is the sound leaks out from the headset.	2
But I don't like it.	2
IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.	2
i don't listen to nsync.  i like color me bad more.  they are more my speed.   they have a more mature sound.  you don't know what a boondoggle is?  a  boondoggle is where another company takes you on trip to discuss business  over golf and booze.  they p	0
I have recommended it to friends.	1
I love my kindle, and I love the customer support that comes with it. My cats knocked my original one off the dresser, and Amazon gave me a free replacement since they said it was covered under the limited warranty. The replacement was there the next day!	1
I was not impressed by this product.	2
NOTICE: This communication may contain privileged or other confidential  information. If you are not the intended recipient or believe that you may  have received this communication in error, please reply to the sender  indicating that fact and delete the copy you received. In addition, you  should not print, copy, retransmit, disseminate, or otherwise use the  information. Thank you.	0
you can watch them preparing the delicious food!)	1
nice email.  anyway, congratulations on your recent engagement.  max saved  you from becoming a major cougar like your buddy stacey.  just kidding.  i  was really happy for both of you.  as far a my responsibilities as the best  man, i need to make sure t	0
I could not recommend these more.	2
Perabo has a nice energy level and is obviously very comfortable in front of a camera.	1
But the premise of the film was so ridiculous: that the President of the U.S.	2
This is a simple little phone to use, but the breakage is unacceptible.	2
I find wasting food to be despicable, but this just wasn't food.	2
It kept getting worse and worse so now I'm officially done.	2
omg, im 12,and i flippin adore my kindle!!!<3 <3 <3 <3	1
Any chance to add a foreign dictionary?  Im reading A Child al Confino by Eric Lamet.  A wonderful book, but there are snippets of dialog in Italian and German/Yiddish.  Please consider expanding the dictionary options.	1
did you win your car?	0
This has to be filed today. Please give me your comments as soon as  possible.	0
ISO Market Participants: Governor Gray Davis has identified a goal of bringing an additional 1,000 megawatts of new peaking resources on line to meet summer 2001 demand across the state of California. The California Department of Water Resources (CDWR) intends to purchase a significant amount of capacity and associated energy from these new resources. In order to help identify potential new resources and describe the means available to accelerate the schedule for development of these resources, CDWR in cooperation with the Governor's office, has scheduled a workshop with key representatives of state agencies and the investor owned utilities. The workshop will be on March 15, 2001 from 2:00 p.m. to 6:00 p.m. at the Doubletree Hotel in Sacramento and will be followed by a reception/networking session. Attached is the agenda for this meeting along with sources of additional information.	0
Attached are SUB's Data Responses to Bonneville Power Administration's Data Request. These files are sent electronically via e-mail due to potential problems with the Discovery site.	0
I had ordered a motorola data cable, got a very well finished and working product.	1
nice of you to promote other peoples cases	1
Jim - I have forwarded this information to Paul & Alan so they can pursue this issue with the Governors. Could we also give this information to Clearing Up, if they promised not to quote us? Do you think that would be helpful?	0
don't waste your money.	2
oohh la la.  who was your friend?  did you guys read those stories  together?  i am good.  i am ready for vegas baby!  it is going to be epic.	0
The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.	1
there is chinese food up here.  i think i am going to run down to the  delivery van and free the dogs out of the back.	0
My gyro was basically lettuce only.	2
This is a reminder that the next RTO Governance Workshop is scheduled to take place on Tuesday, July 11, from 8:30 a.m. to 1:30 p.m. at the offices of KEMA Consulting, 5933 Win Severs Drive, Portland.	0
But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.	1
br this is a great camera for those wanting to switch to a digital slr but do not have the extra for the canon 20d or some of the other choices out there	1
Good Service-check!	1
i can make the 24th of aug now	0
After charging overnight, these batteries work great.	1
Final Report on Stakeholder meeting (created by Mary Hain/HOU/ECT on 5/19/99)	0
Simple, lightweight and great fit.	1
not you please.  she can wear one.  i think it is on tues.	0
Love triple town too	1
Punishment Park is a brilliant piece of cinema.	1
Won't ever go here again.	2
going on the tredmill or bike really is great when I read on my kindle. I change the font to accomodate the distance and I go for nearly an hour without realizing it. Thank you kindle!	1
is this in response to the unfunny email responses	0
Disappointing experience.	2
I have always used corded headsets and the freedom from the wireless is very helpful.	1
Very unreliable service from T-mobile !	2
how was sat night?  i tried to call your house but the number isn't in  service.	0
Unfortunately, any virtue in this film's production work was lost on a regrettable script.	2
home wrecker.	0
And service was super friendly.	1
the cedars restaurant has always been my goto place for indian in seattle its been at the top of my indian list for years and i love the place i do love the food here immensely the butter chicken is fantastic the nan is usually quite a portion and we always order a couple plain and garlic my fave dish though is the coconut curry with chicken yumo the chai here is also pretty freakin fantastic and theyll keep filling it for you all night long unless its a packed house i love the baklava that they bring out with the bill this place is a good place for a casual yet still nice date or for groups on the unfortunate side when it is packed is a terrible time to go i mean terrible its not that the food goes down in quality but you can be sitting around waiting for more service for a long time its understandable and it can get ridiculously busy especially on a friday evening but it can be aggrevating if you arent interested in waiting for the food i always think its worth the wait but still try to avoid rush hour unfortunately theyve missed the baklava that used to always be brought out with the bill a couple of times in the more recent history unfortunate especially because its a great ending we just had to order it then lastly and also quite unfortunate is the parking situation ever since that walgreens moved in next to it the cedars parking has been pushed across the street to safeways lot and there is little available parking there if youre lucky youll find a spot in there or right on brooklyn but if youre smart youll walk or bus over	1
Avoid this one if you can.	2
This battery is an excellent bargain!	1
The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.	2
Some applause should be given to the prelude however.	1
how is dean's.  looks like a cool place.  how great would it be to party in  dallas on new years eve and then begin the year by kicking texas' ass again.   that would all major sports.  what is up for this weekend?	0
I enjoy the dictionary feature so much that I missed it when I was reading a book.  I had to have the Kindle near me just to look up words I wasnt sure of.	1
Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.	2
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	2
Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.	1
I have many collection folders. Fav authors, classics, free downloads to try, books Reading, books read and info books. Its a lot easier to locate your books.To make a collection high light book then use the square button and press right side to move sideways. Then make a collection. Hope this helps	1
It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.	2
Great Product.	1
When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.	1
love this place service is great and theres always a ton of good options to choose from i am giving them a 5 star review because of the value were else can you go and get a full meal for under 10 bucks thats with dessert	1
It worked very well.	1
its purely a matter of taste when choosing between the four major players sony nikon	2
enron has been a piece.  looks like every company that deals in broadband is  getting killed.  it is like they forgot we also do energy.	0
we can get her a lap dance	0
FYI. We have to make this filing and EPMI East has no retail customers. Thresa said the west does not either. We will make the filing from here. Thanks.	0
Its a total package.	1
Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.	2
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.	1
Phillip, the insurance/repairs numbers are actually overstated; they are based on calculations from USPSL owners and agents like us who have helped clients buy and sell post offices for years. With regards to the exercising of renewal options, you might be interested to know that the USPS actually renews these 94% of the time; some post offices are in the 75 years and above range on leases. And finally, the construction costs are reflective of the construction codes and practices the USPS requires for contractors. These are well-built facilities, last a long time, and can be converted to many other uses if the post office moves out.	0
around there	0
I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.	1
This week, the Commission is hearing evidence regarding the level of a softcap on prices PSE charges some large customers.	0
This Notice (sent to you by blind copy to save trees) confirms our Regional Representatives Group (RRG) meeting for this coming Friday, May 4, at the Sheraton Portland Airport Hotel in Mt. Hood Room C. Unfortunately, we weren't able to reserve two Mt. Hood rooms, so it may be a little cramped. The meeting will start at 8:30 a.m. and end by 12:00 p.m. As most of you know by now, FERC issued its order on RTO West last Thursday, October 26. In case you have not located the order, you can find it by clicking on the following RTO West website address that will take you to the order. At the RTO West web page, click on Link to Documents Submitted to FERC... and at the next page click on FERC Order issued April 26, 2001 in RTO West....	0
this place is good.	1
the nice bartender told me that the reubens here are excellent and he highly recommended it i was hesitant because i never had strong feelings about reuben sandwiches one way or another i looked over at the woman sitting near me eating her reuben the appetizer portion and it looked huge she said it was the best reuben ever it peaked my curiosity so i was torn between getting an asian wrap and a regular size reuben with coleslaw eventually i committed to the reuben but with a bistro side salad instead of coleslaw as soon as i took a bite of the sandwich i knew i had made the right choice the bread was crispy the pastrami was perfectly seasoned and tender the cheese and thousand island were just the right amount it was so darn delicious i didnt want to stop eating my bistro side salad was very good toofresh greens with glazed walnuts and tomatoes and a light vinaigrette i managed to control myself and ate only half of the sandwich and took the other half home i pan grilled the other half the next day and it was still very delicious i also tasted my friends french onion soup and that was really good too there were big pieces of onions lots of cheese and a rich broth the service was about a 20 minute wait our waiter was friendly overall a very nice lunch experience	1
Love my Kindle!	1
It has come to my attention that there has been some confusion regarding the  Lobbying Questionnaire that I sent out on Feb. 20, 2001 and which is due on  March 9, 2001. Please note that it is NOT necessary to gather your expenses  attributable to your lobbying activities rather I just need an allocation of  your time/hours spent engaging in such activity during the year 2000. I  apologize for any confusion. Thank you - Tara Rafter	0
:))	1
Really good product.	1
I too just returned from India - Southern India and the children were fascinated by the Kindle! A very poor country, where the people work harder than I have ever seen people work. While I love my kindle and think they to would love and enjoy one - they couldnt afford the cost of books or internet. The average salary is 5US dollars a day.	1
Definitely worth checking out.	1
This movie was kind of long in length, but I enjoyed every minute of it.	1
This sounds like an issue we should be coordinating with the East desk too.	0
here is my review of the nikon d50 the best digital camera i ever owned	1
totally great place wonderful food polite service fantastic desserts as a veggie diner it is perfect i have eaten there 4 times in the past two weeks and it was terrific every time two types of veggie burgerboth good regular fries are delicious they get a bit confused on service sometimes but give them a break they are new they are trying hard and very friendly this is my favorite place for lunch in cambridge and a good place for dinner too my only suggestion is that they need sweet potato fries	1
you were right about my flight time.  i will see you at the passenger pickup.	0
oh geeez im lactose intolerant but that never stops me from going to balis the original fro yo heaven in my book when i visit home slo oh balis how i missed you during those 4 years at ucdavis the town with no fro yo shop lame how the summer after graduation they put 2 in balis has at least 6 different yogurt flavors and toppings galoooore reeses brownie bits snickers heath bar pokies true experts know these caramelchocolate sauce and other fruitysour toppings for those of you who believe in mixing fruit with dessert personally as a chocoholic if theres fruit in the dessert its too healthy and a fake dessert tip always always put toppings on bottom middle and top of yogurt ugh i miss balis	1
Waste of money.	2
i noticed the shutter time was much quicker then with my kodak camera plus i am able to take my quantrary lens 55300 from my nikon n65 film camera and put it on my nikon d50 and still get great pictures	1
The attractive set used throughout most of the film is an eye-pleasing gem.	1
Stay Away From the Q!.	2
first time there and might just be the last.	2
